,FRP,MOp,MOs,SSp-n,SSp-bfd,SSp-ll,SSp-m,SSp-ul,SSp-tr,SSs,GU,VISC,AUDd,AUDp,AUDv,VISal,VISam,VISl,VISp,VISpl,VISpm,ACAd,ACAv,PL,ILA,ORBl,ORBm,ORBvl,AId,AIp,AIv,RSPagl,RSPd,RSPv,PTLp,TEa,PERI,ECT,MOB,AOB,AON,TT,DP,PIR,NLOT,COAa,COAp,PAA,TR,CA1,CA2,CA3,DG,ENTl,ENTm,PAR,POST,PRE,SUBd,SUBv,CLA,EPd,EPv,LA,BLA,BMA,PA,CP,ACB,FS,OT,LSc,LSr,LSv,SF,AAA,CEA,IA,MEA,GPe,GPi,SI,MA,MS,NDB,TRS,BST,VAL,VM,VPL,VPM,VPMpc,SPFm,SPFp,SPA,PP,MGd,MGv,MGm,LGd,LP,PO,POL,AV,AMd,AMv,AD,LD,IMD,MD,SMT,PVT,PT,RE,RH,CM,CL,PF,RT,LGv,MH,LH,PVH,ARH,DMH,MEPO,MPO,PVp,PVpo,SBPV,AHN,MM,SUM,MPN,PMd,VMH,PH,LHA,LPO,RCH,STN,TU,SCs,ICc,ICd,ICe,SNr,VTA,RR,MRN,SCm,PAG,APN,MPT,NOT,NPC,CUN,RN,SNc,PPN,IPN,CLI,DR,NLL,PSV,PB,SOC,PCG,PG,PRNc,SUT,TRN,V,CS,NI,PRNr,DCO,VCO,NTS,SPVC,SPVI,SPVO,VII,AMB,GRN,IO,IRN,LRN,MARN,MDRNd,MDRNv,PARN,PGRNd,PGRNl,PRP,LAV,MV,SPIV,SUV,XII,RM,CENT,CUL,PYR,NOD,SIM,AN,PRM,PFL,FL,FN,IP,DN
LH,4980.587315,3326.597361,3441.747376,3982.46155,3385.723704,2501.749388,3847.401721,3137.375496,2713.39271,3973.034105,4274.561381,4163.156855,3700.844498,4038.022412,4105.560254,3687.987256,3053.072223,4109.820556,3568.00014,4039.183086,3543.744489,2757.829763,2072.438178,3871.127097,3523.581275,4286.971542,4252.719718,4250.147056,4407.238364,4223.372468,4347.844293,3190.415333,2730.041208,2291.42423,3036.548205,4301.307941,4304.430857,4344.536799,6407.027392,5318.423169,4779.44819,4118.327937,3664.440612,4346.694146,4067.324059,4387.126052,4044.363362,4578.755289,4586.120365,2882.490243,2077.558663,2691.885956,2310.167743,4682.0802,4048.688059,3414.125071,2974.579802,3121.197687,2331.978773,3825.408475,3820.749272,4114.68407,4075.306737,3644.259184,3754.996671,3813.790765,3575.699232,2713.04718,3890.372733,3725.0,4940.331467,1851.519646,2836.591264,2285.00547,1493.527703,3792.838647,3294.977238,3772.929896,3360.896458,2560.517526,2552.817071,3576.835193,4083.273809,2858.102517,4078.14296,1610.512341,2573.30041,1387.668909,1786.756839,1887.293035,1540.29218,1492.062331,1740.869036,1925.0,1232.122153,2513.339412,2127.498531,2356.506949,2105.350327,1829.788239,1141.818725,1026.523258,1850.844402,1297.353075,1487.027236,1700.735135,1091.443998,1020.110288,811.634154,716.7635593,1698.528775,1149.456393,1744.455502,2132.633349,1588.631487,1296.630248,562.361094,815.8584436,1969.295559,2375.0,454.835135,0.0,2639.602243,3740.487936,2754.541704,3264.486943,3582.422365,3416.595528,3351.305716,3226.162581,3171.159094,3085.551004,2658.477008,3546.653352,2963.422852,3390.612039,2324.32786,2829.863071,3434.384952,3779.798275,2497.623871,3603.297101,2697.80003,3725.67108,4016.450547,3290.611645,2773.310296,2432.848125,2666.575519,2013.392659,2118.51953,2276.098636,1150.0,929.0452088,1509.552914,848.5281374,3200.195307,2170.541407,2548.89682,3106.746691,2893.635257,2573.05752,2750.113634,3353.076945,4370.211665,3517.456467,4641.524534,3874.112802,3766.712758,4141.482223,3784.673037,3698.817379,4071.701119,3315.870926,3918.625397,3472.931039,4996.811483,4955.363256,5592.5732,6572.14767,5818.55867,5200.480747,5245.831679,6171.3552,5519.340993,6501.24988,5675.385449,6742.171386,5630.719315,6344.436539,6535.719165,5328.34402,5012.297377,6182.08096,4866.274242,4564.7426,4618.2383,5073.583546,4298.982438,5987.330373,4926.522607,3978.221965,4725.529071,5755.649399,5053.402319,4533.624378,5594.025831,5920.35683,5598.102357,4595.9901,4784.08821,4683.815218,4938.496735
PVH,4771.137181,4227.735801,4207.211071,4387.197283,4795.636037,4337.193793,4389.191269,4493.11974,4917.824722,4541.200282,4049.305496,4341.298769,5385.512975,5433.748706,5117.18917,5776.569051,5639.924645,6106.195624,5927.952851,6200.20161,5971.442456,3792.179453,3326.033674,3841.305117,3083.119362,3757.409347,3815.183482,3620.946009,3894.386986,4038.177188,3563.881311,5807.000086,5368.251578,4906.182324,5359.162714,5492.60867,4948.547767,5538.275905,5208.406666,4698.470496,3452.987837,2651.532576,2748.294926,3375.83323,2378.681357,2840.224463,3328.193955,3493.207695,4382.350967,4878.652478,4122.954038,4040.884804,4028.880117,5327.933464,5134.381657,4770.613168,5195.009625,4868.97063,4731.080743,4760.383388,3487.567204,3236.60702,3402.664397,3685.189954,3392.270626,2951.694429,3082.308388,2886.282211,2124.264579,2348.536779,2780.62493,2488.599003,1980.845779,1361.52488,2040.986281,2273.900833,2698.494951,2820.01773,2401.171589,2373.55219,2216.275028,1675.186557,2016.959345,1380.670127,1684.859045,2018.972511,1082.531755,1722.09901,1298.075499,2532.168043,2446.425965,1858.426754,1593.933813,2849.671034,2046.490899,3472.30111,3805.752225,3726.677475,3412.477106,3580.939123,3328.851153,2670.440039,3368.326736,2070.778839,1386.993151,1206.233808,2225.702136,2907.855739,2020.210385,1938.104744,1068.877916,1794.087512,1221.934941,532.0949163,1105.101805,1374.318013,2507.738025,2313.141803,2300.679248,3484.339966,2736.215452,2639.602243,0.0,1672.946502,1187.434209,895.4747344,1114.113998,1858.258593,730.5819598,716.3274391,786.6066361,2179.592852,1933.907961,957.209486,1754.102335,1361.52488,1653.783541,1305.038314,1209.338662,1434.180951,2074.397503,1698.896701,5207.986655,5896.662191,6343.254291,5377.557531,3011.436534,2343.341631,3616.023368,3356.523499,4430.363981,4192.92559,3185.121662,3322.367379,3864.744493,2954.234249,4828.949161,2976.365233,2934.599632,4175.748436,2701.504211,3214.128964,4184.271143,4267.683798,4861.712661,4825.453347,4424.505622,4963.491715,3187.181357,4465.632654,4798.046477,3523.3152,4713.411716,3655.475345,4722.353756,3795.227266,5928.163712,5505.054496,6416.531384,7318.683283,6435.108779,5684.4085,5314.720124,6405.515202,5801.56229,6434.574578,6140.643289,6925.812227,5538.275905,7073.321356,6986.102275,5863.339492,5602.956809,6201.461521,5614.768473,5484.23878,5558.608189,6007.80742,5413.293822,6650.422919,4909.238739,5709.093623,6651.738495,7218.725649,6215.454529,6449.515486,7237.273313,7217.729906,6332.159979,5455.559091,6237.78807,6081.786333,6160.05276
ARH,6336.501401,5797.844427,5841.821206,5527.770798,5834.648661,5732.909384,5697.038704,5828.861381,6091.284758,5325.293419,5087.791761,5019.275346,6009.055666,5963.482623,5568.942898,6459.5859,6552.957348,6546.516249,6577.375997,6632.024578,6531.31878,5425.576006,4910.575323,5490.730826,4697.672296,5220.213118,5407.922429,5138.45794,5127.499391,4559.947916,4636.404857,6654.040126,6312.735144,5797.035881,6291.909488,5703.069349,5059.706019,5660.278262,6458.81181,6164.059133,4705.116895,4042.508503,4304.866432,3661.113219,2147.527648,2507.114876,2733.244409,2847.586698,3916.790778,5504.884195,4992.369177,4493.18929,4509.781037,5135.720495,4960.909695,4779.382805,5662.872504,5097.364515,5449.94266,4665.967209,4487.830768,3852.515412,3294.21842,3807.312044,3323.589927,2723.73824,2637.825809,4098.856548,3190.807108,2847.257452,3175.393676,4089.086084,3602.603225,2974.264615,3604.597758,2436.82683,2927.135972,2773.760985,2229.489852,3266.687925,2825.442443,2322.444832,2211.75835,2988.5197,2416.867808,3612.132334,2431.177698,2745.336956,2057.000243,3273.091047,3216.55872,2428.219512,2086.414388,3126.599591,2731.414469,3558.879739,4230.691433,4030.120966,3712.310601,4262.848226,4208.919101,3479.044409,3757.243005,3441.747376,2782.310191,2507.239518,3641.599923,4042.972298,3060.02451,3118.092366,2096.723635,3230.325061,2801.896679,1874.333215,2267.983686,2507.239518,3585.561323,3109.762853,3252.979404,3936.607042,3950.39555,3740.487936,1672.946502,0.0,994.3590901,2189.320671,1849.662131,698.6594306,1653.405576,1047.914596,1152.714188,1401.115627,1527.661612,1543.939766,1076.162163,462.3310502,1632.865579,1376.816981,2022.065775,786.2092597,2140.531476,828.4020763,5892.845238,6188.749874,6772.047327,5656.025548,2723.73824,2106.834118,3491.865547,3533.765697,4988.048215,4519.61005,3865.391313,4160.003005,4592.929348,3694.759803,4842.520005,2974.264615,2761.453422,3957.350755,2180.166278,3043.332877,4232.094635,3988.342388,4192.701993,4637.752689,3362.662635,4616.952458,2151.888705,3710.20552,4423.940551,2669.97191,4124.924242,3126.699538,4240.504097,3186.49494,5392.297748,4837.548449,5726.746459,6516.757246,5626.444259,4874.807689,4289.959207,5371.045057,4853.671291,5247.499404,5256.543541,5829.933533,4405.820014,6271.612632,6035.882288,5046.285763,4864.47582,5067.60545,4977.260793,4944.251713,5026.616655,5418.140825,5008.243205,5863.499382,3907.924641,5691.550755,6685.291691,6894.109805,5760.696572,6526.388741,7065.983654,6781.730974,5788.890222,5022.138489,5968.144603,5788.404357,5778.083592
DMH,5855.659655,5042.196942,5111.323214,4911.975163,5024.751238,4826.618899,5036.367739,5004.810186,5143.442427,4708.768416,4625.135133,4502.4299,5192.181622,5216.859688,4904.653403,5570.794378,5568.999012,5703.562483,5647.621181,5761.293258,5601.61807,4635.258892,4070.933554,4919.921239,4180.385748,4782.062839,4941.216955,4715.532844,4715.002651,4142.689344,4298.400865,5673.292695,5323.356554,4813.587539,5341.40665,5037.732625,4516.428345,5006.246099,6320.403468,5801.346826,4510.335353,3808.62508,3892.059224,3477.247475,2239.000893,2625.238084,2584.932301,2903.876719,3674.914965,4614.786019,4062.480769,3689.681558,3635.502029,4654.231945,4345.903243,4055.705857,4756.902879,4279.237666,4492.00679,4054.164526,4017.850794,3572.201702,3059.922385,3328.757276,2964.371772,2514.458192,2319.617425,3427.918465,3035.210042,2647.758486,3399.54041,3294.408141,3075.508088,2347.072645,2779.500854,2338.936724,2507.364154,2553.918558,1930.187815,2622.73712,2190.176933,2200.284073,2337.332882,2545.829924,2530.563178,2810.02669,1901.80835,1827.737673,1106.797181,2442.718772,2320.560277,1448.706319,1109.335387,2265.088298,1765.821339,2793.183667,3349.440252,3200.488244,2860.9439,3352.331278,3237.475869,2513.215072,2863.67334,2566.734306,1928.406078,1671.82535,2743.856775,3092.83446,2096.723635,2153.1953,1158.663023,2351.329411,2030.547956,1110.461616,1358.767824,1560.048076,2608.399893,2116.748686,2463.35645,3132.989786,2985.276369,2754.541704,1187.434209,994.3590901,0.0,2006.707502,1869.826195,795.6915231,1605.848685,1011.496416,1031.382567,1020.110288,830.6623863,1625.192296,567.3402859,699.1065727,758.2875444,873.5702605,1916.37679,1269.596393,1448.490594,1082.243041,4935.90164,5332.037603,5886.584324,4796.678538,2084.1665,1358.767824,2759.642187,2673.247089,4046.989622,3640.827516,2895.686447,3180.90003,3621.63637,2710.627234,4070.472945,2164.197311,2051.066796,3275.95406,1639.550243,2342.141114,3462.387182,3358.291977,3797.532093,3954.111784,3252.114697,4026.319659,2002.03022,3353.636086,3833.568833,2378.812729,3660.088797,2627.260931,3726.34204,2714.544161,4921.191421,4472.205832,5348.53952,6213.141315,5325.0,4571.925196,4146.23323,5239.334404,4661.34369,5260.109314,5006.74545,5751.684536,4367.207346,5967.149655,5846.419845,4744.338732,4522.513129,5020.769363,4572.266943,4456.666355,4541.269096,4966.76454,4442.268565,5565.799583,3770.361389,4952.650805,5926.687523,6316.644679,5240.884944,5752.499457,6408.441698,6253.049256,5391.776145,4524.171195,5346.026562,5170.892089,5217.398777
MEPO,4250.661713,4132.568814,4042.121967,4361.980628,5082.445278,4568.164292,4312.989103,4628.309627,5313.367576,4748.354978,3896.793554,4500.0,5919.301057,5937.276312,5575.056054,6362.242136,6234.029596,6778.91953,6592.893902,6917.504969,6703.26413,3758.822954,3433.929964,3437.477273,2634.625211,3257.107613,3278.90988,3061.964239,3526.772604,4188.973621,3223.44924,6443.455983,5972.122738,5548.085255,5887.380572,6092.874937,5476.655001,6178.743804,4419.488093,4070.780024,2737.471461,1888.451747,2171.692888,3437.022694,2562.469512,3025.309901,3891.336531,3899.599338,4945.389267,5511.63542,4687.283328,4677.673033,4734.448226,5967.830427,5909.526208,5560.631709,5947.163189,5644.909211,5410.753182,5483.668936,3397.97734,3187.279404,3771.438718,4160.679031,3862.237046,3382.584071,3716.012648,2972.583052,1548.184421,2350.797737,2236.067977,2579.97093,1625.769049,1351.156912,2276.785014,2403.903076,3095.157508,3164.944707,2908.822786,2671.72697,2673.013281,1542.117051,1880.491957,951.6433155,1004.054281,2210.910446,1192.686044,2367.752099,2111.131213,3110.064308,3089.801774,2694.090756,2475.126259,3648.115952,2868.579788,4259.401366,4552.265919,4475.069832,4188.89902,4234.530671,3973.741939,3369.068862,4151.656296,2459.928861,1885.636497,1769.710428,2610.6752,3423.265984,2724.541246,2572.571671,1883.314897,2251.249653,1574.404649,1356.926675,1873.666192,2112.610944,3123.39959,3084.43674,2751.590449,4131.736923,3288.236609,3264.486943,895.4747344,2189.320671,2006.707502,0.0,775.0,2570.748918,548.292805,1155.962802,1214.753061,3006.86714,2800.334801,800.3905297,2563.201124,1947.59467,2543.005112,1958.634729,995.9292144,1716.828471,2806.465749,2200.710113,5925.474665,6713.512493,7124.95614,6192.636757,3844.232693,3228.486488,4482.605269,4217.004268,5200.360564,5026.057103,3932.159076,4035.622629,4576.639051,3711.721299,5694.569782,3863.046078,3779.550238,5056.184332,3578.582121,4105.63637,5055.813485,5117.494504,5704.877299,5700.603038,5229.065404,5858.380749,3996.091841,5339.70973,5679.843748,4376.142708,5585.304378,4541.131467,5615.491964,4674.46521,6783.159293,6319.117818,7304.450698,8187.719463,7295.118231,6536.197289,6144.153725,7243.876725,6657.796182,7241.762562,7005.845773,7754.192414,6355.460251,7950.314459,7846.73499,6732.987821,6483.729637,7015.963939,6502.211162,6372.009102,6452.422026,6896.783671,6299.652768,7528.529073,5745.976853,6580.131078,7508.578427,8109.67786,7110.907115,7276.546227,8082.465589,8090.040173,7102.860339,6263.685018,7127.894149,6963.7454,7021.440379
MPO,4631.954231,4497.638269,4503.956594,4306.245464,5089.879665,4882.75025,4385.344912,4808.910999,5534.776418,4533.624378,3731.705374,4198.288342,5828.271613,5766.443878,5323.591363,6371.420564,6474.662153,6729.087977,6686.03956,6926.308541,6851.778966,4304.430857,3967.839462,3963.190003,3108.958829,3492.939307,3751.416399,3405.32671,3503.034399,3793.497726,3062.47449,6711.370948,6289.823129,5866.27011,6027.903865,5835.559099,5113.40151,5916.819247,4618.847259,4370.712185,2859.742121,2277.745596,2637.351892,2881.405907,1858.258593,2314.762407,3342.99641,3247.114103,4421.114113,5508.516134,4763.533352,4542.713947,4691.814681,5582.3942,5664.638117,5402.892744,6017.734208,5579.258463,5548.479521,5203.844733,3202.440476,2751.476876,3209.458677,3743.410878,3370.27447,2815.803615,3246.632871,2970.374556,1391.492005,1815.385634,1697.240407,3050.512252,2116.305744,1750.0,2740.551952,1771.122525,2640.194122,2593.983423,2395.438373,2484.954728,2397.524765,970.8243919,1148.09625,1568.040178,667.0832032,2717.305651,1219.88729,2447.064568,2127.498531,3015.48089,3066.55344,2740.665977,2583.723089,3562.039444,3095.460386,4099.1615,4520.923578,4373.571195,4110.808923,4240.651483,4115.974976,3463.560307,4132.871278,2717.65064,2150.0,1929.70205,2955.291864,3617.57861,3064.922511,2866.400181,2041.139388,2716.385466,2007.641651,1602.537051,2160.150458,2384.585918,3344.211417,3270.798832,2685.726159,3986.618241,3694.675223,3582.422365,1114.113998,1849.662131,1869.826195,775.0,0.0,2346.673177,622.4949799,983.9334327,852.9361055,2852.520815,2677.918968,367.4234614,2358.09775,1588.631487,2541.898896,1599.023139,425.7346591,1179.247642,2528.957295,1677.050983,6175.910864,6847.034029,7343.917551,6266.727615,3622.671666,3132.491022,4382.564888,4241.904054,5381.159262,5182.964885,4054.781128,4332.507934,4735.108235,3909.443694,5704.055575,3859.566038,3604.597758,4973.240895,3507.402885,4147.36362,5175.0,4940.457975,5433.806217,5626.166546,4901.40286,5844.976476,3732.542699,5177.656323,5557.314999,4209.661507,5390.848727,4491.798081,5575.672605,4519.679192,6555.579685,5996.300943,7182.487383,7958.839425,7043.835958,6269.070904,5854.165184,6971.773447,6476.737219,6984.357522,6796.230573,7468.308041,6117.699731,7761.161318,7651.021174,6524.85632,6376.372401,6710.206778,6432.388748,6238.238934,6368.526125,6763.320191,6189.204311,7418.936918,5583.289801,6656.106219,7567.818378,8124.730765,7067.221873,7254.567527,7970.68849,7932.882515,6747.592163,5982.735578,7120.481023,6884.811181,6850.547423
PVp,6599.763253,5837.861338,5900.105931,5630.552815,5713.799086,5586.87077,5794.232046,5770.073656,5837.433083,5327.581534,5302.711571,5086.133109,5717.352971,5716.205035,5388.529484,6090.309926,6122.14219,6111.157828,6116.473657,6139.879885,5994.997915,5405.437078,4831.989756,5671.419575,4923.540393,5514.18625,5668.222826,5438.807314,5419.23657,4673.462314,4958.641447,6176.720408,5861.953599,5327.640191,5946.112175,5398.668817,4861.584104,5320.538037,6926.624358,6506.823342,5140.403681,4438.045741,4597.417753,3917.508775,2502.748489,2829.08996,2641.259169,2941.619452,3760.734636,5123.048409,4676.871283,4171.105968,4102.590645,4835.416218,4489.849663,4281.427916,5143.806956,4593.609692,4997.624436,4268.123124,4690.815494,4123.257208,3360.617503,3718.030393,3283.005483,2780.84969,2457.386823,4175.972941,3631.201592,3167.609509,3765.468098,4078.44946,3816.16627,3115.58582,3556.508119,2757.263136,2974.684857,2901.400524,2256.933761,3310.117067,2813.583125,2735.301629,2712.701605,3238.537479,2968.480251,3580.240914,2639.83901,2575.121356,1850.168911,3091.722821,2974.159545,2056.848317,1682.631867,2695.598264,2301.0867,3111.068948,3789.87137,3605.377927,3268.12255,3915.833245,3853.97522,3139.366974,3296.778731,3350.186562,2719.719655,2465.892333,3517.900652,3808.214805,2735.073125,2875.0,1925.0,3087.980732,2805.574807,1863.129088,2091.799465,2290.332945,3304.636894,2716.845597,3177.066257,3635.41607,3653.936234,3416.595528,1858.258593,698.6594306,795.6915231,2570.748918,2346.673177,0.0,2081.31569,1437.445651,1533.582407,717.6350047,945.0529086,2049.847555,560.1339126,805.0621094,1130.541905,1436.140662,2461.833666,1393.287479,1909.515645,1149.728229,5362.135769,5570.906569,6161.270161,5065.076505,2224.438131,1517.193132,2907.318352,2958.568066,4446.909039,3916.152449,3428.283098,3704.558003,4141.633132,3247.017863,4212.852359,2367.620113,2248.610682,3328.851153,1492.481156,2373.55219,3573.338775,3421.439755,3628.446637,4008.818404,2830.746368,3929.137946,1554.027027,3052.662772,3787.231839,2004.526129,3504.728948,2431.177698,3548.767392,2532.168043,4807.416146,4324.205129,5062.731476,5907.939573,5031.028722,4290.760422,3723.657476,4796.743687,4225.073964,4698.470496,4634.989213,5273.163187,3830.225189,5640.146275,5418.140825,4421.043429,4193.894372,4527.140378,4294.036562,4290.250575,4349.28155,4760.974165,4358.397068,5202.523426,3278.90988,5023.258405,6031.790779,6203.073835,5075.800429,5929.217908,6464.325177,6158.835117,5332.154818,4512.898182,5288.48986,5139.187679,5175.120772
PVpo,4783.565616,4570.694696,4515.597967,4647.714492,5281.749237,4878.396253,4664.091551,4944.757325,5530.483704,4880.701794,4167.208298,4603.870654,5960.809509,5958.764553,5577.689934,6415.021434,6343.007962,6753.193689,6621.414124,6881.224455,6692.673233,4193.2237,3810.675793,3968.863187,3164.747225,3748.416332,3822.711734,3585.909926,3906.245,4238.587619,3532.88126,6525.718351,6081.272482,5626.999645,6014.61761,6011.343444,5371.394139,6067.639574,4892.979665,4591.636419,3193.450328,2410.005187,2713.04718,3403.674485,2301.765627,2770.040613,3566.59852,3579.280654,4675.334213,5527.318518,4769.56497,4629.659815,4681.145693,5771.752334,5695.00878,5384.12017,5900.264825,5527.940394,5437.887917,5292.211258,3630.513049,3271.94514,3588.958763,4037.712843,3679.164307,3144.240767,3412.568681,3225.387574,1858.426754,2335.727938,2280.487886,2951.376797,2123.970339,1710.263138,2579.849802,2255.410162,2971.636754,2975.945228,2649.1744,2750.0,2624.523766,1521.512405,1727.172545,1456.451166,1096.58561,2534.018548,1361.295339,2378.681357,1969.454239,3101.310207,3073.475232,2550.245086,2277.196742,3490.433354,2763.489642,4076.533454,4471.157568,4360.404224,4059.710581,4234.161664,4021.660105,3362.848495,4042.353893,2662.82275,2021.138293,1837.457483,2835.709788,3559.055352,2740.665977,2646.4599,1789.902232,2435.415776,1797.393947,1262.190556,1832.689281,2102.082301,3203.318592,3040.250812,2817.467835,4067.324059,3425.729849,3351.305716,730.5819598,1653.405576,1605.848685,548.292805,622.4949799,2081.31569,0.0,650.4805916,787.4007874,2581.060828,2429.763363,390.5124838,2137.902009,1447.843224,2225.702136,1639.168997,953.2837982,1210.630001,2565.27289,1736.375535,5938.171015,6612.629961,7068.459875,6084.971241,3551.936092,2912.902333,4237.555309,4037.48065,5157.700554,4904.398536,3899.198636,4050.385784,4581.893713,3682.560251,5502.613016,3623.361699,3509.00627,4796.157316,3212.767499,3827.613486,4854.44384,4851.610557,5355.254429,5458.594141,4790.746288,5571.018758,3550.616144,4957.128705,5391.312456,3963.426548,5247.26119,4193.298225,5292.742673,4317.406629,6472.296733,5980.436857,6947.526538,7813.649915,6918.137394,6157.008202,5714.345982,6813.268305,6239.641416,6775.230623,6605.773989,7310.993435,5898.622721,7572.359276,7432.235532,6347.932734,6109.674705,6564.440189,6150.660534,6048.191879,6127.652487,6563.916514,6008.639613,7147.770631,5311.602865,6386.411355,7341.108568,7845.619797,6808.49653,7127.850307,7873.491919,7808.048732,6807.899823,5982.735578,6873.408907,6706.75965,6748.888797
SBPV,5311.367526,4883.198235,4880.701794,4825.25906,5285.238878,4994.684675,4903.633857,5088.713,5517.30233,4867.301614,4387.909525,4592.521094,5758.634821,5750.543453,5374.244133,6203.678344,6185.214224,6451.453325,6370.341435,6559.773243,6396.97194,4500.416647,4041.116801,4459.119868,3665.037517,4238.218966,4366.062299,4119.693557,4278.069074,4199.255886,3858.351332,6337.438363,5930.956921,5449.082492,5885.787968,5692.593873,5065.446673,5712.759841,5504.373261,5153.882032,3755.995208,3024.276773,3264.008272,3363.127265,2085.965005,2542.390607,3101.007901,3186.004551,4241.535689,5281.275888,4607.805877,4340.722866,4369.067406,5355.48784,5220.991285,4938.939664,5572.028356,5135.05112,5195.550981,4854.70133,3811.1678,3354.2883,3311.532878,3753.997869,3358.291977,2807.245091,2936.835031,3364.892272,2313.141803,2366.167788,2608.87907,3191.394679,2578.153409,2007.641651,2748.636025,2146.217603,2740.665977,2716.730572,2274.313083,2713.04718,2443.102536,1663.016837,1779.395965,1945.989466,1597.067625,2732.787039,1542.319682,2211.617055,1649.43172,2896.765438,2846.598848,2187.892822,1876.832438,3086.259872,2451.275178,3641.256651,4128.786141,3989.517515,3674.659848,3988.264033,3827.613486,3125.199994,3674.744889,2704.625667,2026.234192,1785.532134,2893.419258,3482.635496,2570.384213,2534.881654,1547.780669,2479.037111,1929.378138,1118.033989,1660.383992,1933.099842,3070.321644,2772.183255,2721.442632,3771.107264,3365.44945,3226.162581,716.3274391,1047.914596,1011.496416,1155.962802,983.9334327,1437.445651,650.4805916,0.0,403.8873605,1955.441127,1840.686013,663.7959024,1510.380747,816.6241486,1700.183814,1190.063024,1201.301378,780.2243267,2126.910906,1195.04184,5680.338898,6227.459354,6731.734546,5692.868346,3017.759931,2361.276138,3730.449035,3596.265424,4845.487592,4517.881141,3615.331935,3828.184949,4327.311521,3411.469625,5033.698938,3131.593045,2991.863967,4270.392254,2625.595171,3310.400278,4397.158173,4323.62695,4762.024254,4943.746049,4150.075301,5026.119278,2906.673356,4342.09051,4838.065212,3337.195679,4657.856267,3613.948671,4723.743219,3719.290927,5901.165139,5400.810124,6345.56932,7196.353243,6300.892794,5540.588868,5073.645139,6171.304562,5608.029957,6128.774347,5977.300812,6665.114403,5254.105538,6954.045585,6799.356587,5726.746459,5503.408035,5916.819247,5560.125898,5466.374484,5548.761123,5975.0,5450.974683,6537.774851,4680.945417,5917.083319,6886.67191,7312.873922,6246.098782,6688.563,7377.584293,7251.982488,6270.416653,5446.90279,6346.504944,6173.532214,6204.282795
AHN,5203.124062,4729.296988,4777.617084,4508.464262,4995.685639,4833.089074,4629.119787,4855.988571,5332.096211,4507.3551,4053.470735,4213.14906,5474.600442,5436.623493,5031.960354,5968.458763,6063.311801,6224.196735,6198.235636,6373.872449,6285.847198,4451.755272,3999.531223,4407.025641,3589.655276,4069.474782,4305.011614,4003.592137,4007.337021,3805.34164,3555.453558,6250.199997,5862.753193,5400.289344,5690.836933,5384.352329,4720.3681,5417.679393,5413.52473,5036.181589,3613.602773,2983.810483,3204.001404,2962.262649,1715.553846,2176.723455,2793.854864,2854.163625,3918.386147,5055.813485,4394.172277,4071.087078,4155.493352,5049.566813,4997.812021,4738.538804,5430.757314,4951.073116,5051.299338,4594.289934,3468.519136,2969.953703,2926.708903,3388.675995,2990.192302,2437.467949,2641.140852,3072.966808,2102.082301,1977.530025,2394.916491,3111.370277,2504.246394,1901.315334,2688.052269,1748.392118,2354.915073,2326.209363,1917.843841,2373.288857,2093.591412,1320.984481,1451.93836,1939.394235,1514.100393,2693.742749,1310.772673,2028.084071,1514.513123,2621.664548,2615.57833,2086.564161,1880.32577,2905.705594,2471.209218,3435.567639,3938.432429,3775.993247,3483.712101,3772.681407,3671.341717,2966.2687,3509.362478,2549.632326,1906.567596,1628.265949,2784.106679,3314.645532,2584.811405,2469.564739,1492.899863,2479.163165,1886.961844,1145.916664,1675.932576,1910.170149,2948.092604,2706.127307,2433.747111,3501.160522,3346.733482,3171.159094,786.6066361,1152.714188,1031.382567,1214.753061,852.9361055,1533.582407,787.4007874,403.8873605,0.0,2002.96655,1835.415484,650.0,1505.199322,797.6528067,1740.330428,892.6785536,940.0797838,693.2712312,1866.98286,997.4968672,5625.999911,6171.456473,6705.827689,5597.934887,2855.914915,2314.087293,3617.57861,3517.989483,4778.271131,4495.344814,3495.532864,3807.312044,4209.36456,3344.585176,4959.208606,3085.247154,2842.20425,4186.660364,2664.934333,3344.49174,4417.649262,4178.890403,4635.59597,4851.932605,4082.431873,5025.55967,2890.826007,4328.755595,4754.603033,3356.895888,4571.515066,3650.856064,4740.055379,3679.673899,5770.23613,5234.560631,6336.649351,7129.735269,6220.580761,5450.114678,5024.315874,6137.640019,5626.111001,6154.165256,5951.575422,6638.194408,5280.033144,6919.221416,6802.435226,5684.29855,5525.22624,5885.734873,5585.751964,5411.619443,5532.912886,5930.851541,5380.40426,6566.629653,4735.83414,5896.291207,6830.949788,7312.916655,6238.639675,6560.201979,7238.223194,7144.272181,6052.065763,5255.294949,6318.920003,6095.131254,6076.800145
