,FRP,MOp,MOs,SSp-n,SSp-bfd,SSp-ll,SSp-m,SSp-ul,SSp-tr,SSs,GU,VISC,AUDd,AUDp,AUDv,VISal,VISam,VISl,VISp,VISpl,VISpm,ACAd,ACAv,PL,ILA,ORBl,ORBm,ORBvl,AId,AIp,AIv,RSPagl,RSPd,RSPv,PTLp,TEa,PERI,ECT,MOB,AOB,AON,TT,DP,PIR,NLOT,COAa,COAp,PAA,TR,CA1,CA2,CA3,DG,ENTl,ENTm,PAR,POST,PRE,SUBd,SUBv,CLA,EPd,EPv,LA,BLA,BMA,PA,CP,ACB,FS,OT,LSc,LSr,LSv,SF,AAA,CEA,IA,MEA,GPe,GPi,SI,MA,MS,NDB,TRS,BST,VAL,VM,VPL,VPM,VPMpc,SPFm,SPFp,SPA,PP,MGd,MGv,MGm,LGd,LP,PO,POL,AV,AMd,AMv,AD,LD,IMD,MD,SMT,PVT,PT,RE,RH,CM,CL,PF,RT,LGv,MH,LH,PVH,ARH,DMH,MEPO,MPO,PVp,PVpo,SBPV,AHN,MM,SUM,MPN,PMd,VMH,PH,LHA,LPO,RCH,STN,TU,SCs,ICc,ICd,ICe,SNr,VTA,RR,MRN,SCm,PAG,APN,MPT,NOT,NPC,CUN,RN,SNc,PPN,IPN,CLI,DR,NLL,PSV,PB,SOC,PCG,PG,PRNc,SUT,TRN,V,CS,NI,PRNr,DCO,VCO,NTS,SPVC,SPVI,SPVO,VII,AMB,GRN,IO,IRN,LRN,MARN,MDRNd,MDRNv,PARN,PGRNd,PGRNl,PRP,LAV,MV,SPIV,SUV,XII,RM,CENT,CUL,PYR,NOD,SIM,AN,PRM,PFL,FL,FN,IP,DN
AHN,5423.156369,5066.74205,4978.704651,5290.144138,5711.063824,5200.060096,5292.742673,5408.442475,5770.23613,5419.69787,4891.702158,5182.784001,6204.081318,6248.49982,5922.520578,6566.629653,6351.230196,6819.640753,6635.887281,6863.171643,6572.195219,4514.698218,4056.245185,4482.605269,3747.165595,4469.200152,4412.907205,4266.805011,4678.741818,4823.769273,4322.976405,6451.211127,6009.887686,5506.246453,6168.974793,6207.404852,5645.905596,6214.750598,5620.553798,5293.746311,3978.221965,3094.349689,3339.535896,4020.649823,2755.449147,3209.556044,3700.168915,3824.019482,4841.810095,5641.198897,4938.433456,4789.898224,4732.99588,5901.165139,5641.919,5313.367576,5810.873428,5464.544812,5423.329236,5328.285371,4333.157048,3965.79122,3974.29239,4369.067406,3994.449274,3462.387182,3510.519905,3803.781014,2690.840947,2998.33287,3042.408585,3291.845987,2695.482332,2208.647776,2838.793758,2814.471531,3381.013162,3384.985229,2913.54595,3248.172563,3014.340724,2247.359562,2383.799488,2000.781097,1885.636497,2786.911373,1959.910712,2550.490149,1983.210781,3354.660937,3243.936652,2448.085987,2011.529269,3443.290577,2498.249387,4036.242064,4466.052508,4372.928081,4030.896302,4345.399867,4083.732974,3408.903783,3986.226286,2954.868863,2261.222015,2097.170713,3064.412668,3744.829769,2590.004826,2673.363986,1765.113311,2495.370714,2044.19911,1268.365089,1746.603847,2052.589828,3280.339159,2930.230366,3184.729188,4227.883631,3390.612039,3324.248035,927.6987658,1316.007219,1317.431213,1247.497495,1410.895106,1610.512341,837.0334521,677.3108592,1075.0,2113.941816,2062.916625,1071.50595,1790.600458,1276.959279,1837.967628,1785.707143,1718.465886,1320.511265,2636.759375,1765.821339,5760.533829,6336.895928,6775.599604,5872.073739,3393.46799,2593.380998,4002.030735,3793.662478,4968.525938,4592.929348,3836.420858,3873.790134,4526.242923,3551.144182,5210.266308,3308.03945,3341.967983,4493.18929,2729.697785,3364.520768,4426.765185,4644.889665,5080.907891,5165.813102,4420.619301,5113.034813,3127.499001,4496.248436,5063.904126,3471.04091,4908.856792,3683.832922,4799.218686,3916.710993,6203.426473,5774.080013,6460.553382,7408.862936,6542.744073,5805.869875,5297.699973,6359.146955,5709.093623,6234.430608,6140.490616,6843.518832,5363.359488,7116.442229,6914.115996,5913.702309,5580.882547,6111.975949,5621.721267,5652.101379,5669.656074,6142.322444,5650.829585,6597.253216,4738.6707,5997.968406,7011.508397,7373.30489,6339.065389,6928.789577,7651.55213,7498.49985,6707.132398,5839.092395,6455.666116,6368.967734,6485.416332
MM,6874.681811,5925.158226,5975.941348,5891.413243,5750.706478,5501.931479,6014.877389,5814.905416,5663.148418,5549.436908,5685.12313,5390.095083,5612.37472,5685.12313,5454.871676,5860.567379,5728.546936,5826.823749,5745.59614,5763.787817,5503.691943,5382.552833,4759.332936,5848.557514,5171.133822,5863.712561,5929.850335,5769.64037,5826.341047,5045.604523,5420.908595,5711.063824,5409.540184,4850.064433,5695.667213,5342.986057,4957.633004,5230.320258,7401.266783,6868.269433,5621.888028,4848.904515,4911.402549,4441.705753,3151.487744,3463.470081,2983.391526,3436.02241,3982.932337,4892.213201,4497.638269,4072.315066,3871.449987,4839.486026,4258.007163,3984.344363,4712.284478,4245.36512,4625.135133,4140.803062,5075.246299,4619.185534,3779.798275,3956.403038,3602.603225,3219.666132,2708.435895,4417.932209,4168.183057,3719.795021,4456.806592,4118.024405,4081.5132,3355.778598,3570.801731,3348.227143,3352.331278,3376.573707,2686.656844,3589.045834,3092.430274,3323.966005,3389.966814,3538.537834,3576.485705,3599.305489,3011.747831,2607.081702,1911.478485,3152.479183,2951.059132,1895.059366,1457.952331,2493.616851,1936.00749,2907.855739,3518.344781,3388.491552,3025.516485,3739.234547,3614.208074,2952.752953,3004.475828,3382.768836,2801.115849,2607.441275,3484.429652,3692.30619,2462.468274,2733.130074,1959.272824,3001.24974,2909.145063,2033.623613,2058.822479,2207.090845,3134.684992,2427.575951,3324.436042,3575.874019,3380.181208,3148.610805,2201.419996,1456.880228,1142.912945,3012.162844,2938.749734,781.4249804,2587.228247,1985.100753,2113.941816,425.0,755.8108229,2642.678565,805.0621094,1511.208126,893.7281466,1902.136956,3037.47428,2129.113665,2076.505478,1859.099244,4830.954875,4969.217745,5529.523035,4531.900815,2036.848055,1163.507628,2491.109191,2482.941804,3934.224828,3316.153645,3097.377923,3257.779152,3767.293458,2865.964061,3652.738699,1863.129088,2012.616456,2824.114906,866.3861726,1697.608612,2891.0422,3058.08355,3300.568133,3492.312987,2589.401475,3272.040648,1303.121253,2525.0,3281.958257,1491.224329,3061.453903,1763.164768,2890.826007,2033.162561,4409.861109,4068.399562,4481.141038,5448.451615,4611.060073,3907.844674,3373.240282,4397.229241,3709.531642,4301.307941,4152.559452,4889.082225,3410.828345,5130.119394,4914.455718,3943.031828,3590.351654,4185.465924,3655.218872,3750.416644,3741.907936,4208.473595,3819.031291,4603.599135,2753.520474,4365.060137,5410.695427,5530.483704,4436.285045,5428.052137,5989.626449,5668.057427,5140.646846,4245.806755,4649.327908,4584.552868,4727.710863
SUM,6569.484379,5601.394916,5621.49891,5732.854873,5578.194152,5184.77338,5803.285707,5557.427462,5391.486344,5478.423587,5566.978534,5355.254429,5526.922742,5642.362094,5448.623679,5729.14697,5466.888969,5755.106428,5581.77839,5668.608736,5323.88486,4991.868388,4364.988545,5499.204488,4856.696408,5614.490182,5610.92684,5494.258367,5655.694033,5052.845733,5296.874078,5442.483349,5104.777174,4541.200282,5477.910185,5382.901169,5042.94061,5288.48986,7181.96526,6600.189391,5427.936993,4603.395486,4621.552769,4502.013438,3283.481384,3631.28765,3233.225943,3695.013532,4218.189778,4766.746794,4304.866432,4018.939537,3773.758074,4995.372859,4369.353499,4023.446905,4574.111936,4204.907847,4420.265829,4245.070671,4966.387017,4605.567283,3923.168362,4040.111385,3732.375249,3378.331689,2915.475947,4234.678264,4038.331958,3721.390869,4453.509852,3763.641853,3785.746294,3074.593469,3212.475681,3410.828345,3405.693762,3494.728173,2814.693589,3482.545764,3041.586757,3283.766892,3427.280263,3253.747839,3485.416044,3231.58243,2826.879905,2380.388624,1709.714889,3030.470261,2792.959899,1681.331318,1160.818677,2425.901894,1578.369412,2920.830361,3419.338386,3340.097304,2961.524101,3589.742331,3376.481156,2731.643278,2895.470601,3089.498341,2507.613407,2354.915073,3152.28092,3419.97807,2072.890494,2392.827825,1677.237312,2612.589711,2579.244075,1750.71414,1712.271883,1864.638035,2839.344114,2131.900561,3172.735413,3520.830868,2992.281738,2798.325392,1981.319005,1625.769049,1098.009563,2811.36088,2853.178053,1038.628904,2442.462896,1901.315334,2062.916625,755.8108229,825.0,2561.859676,968.8911188,1613.032858,695.0719387,1918.006778,2956.454803,2215.005643,2109.206012,2028.700323,4575.887892,4829.984472,5333.736964,4419.417382,2156.820577,1184.535774,2520.664595,2372.366961,3713.657227,3125.099998,2874.565185,2924.89316,3536.329312,2584.690504,3610.141964,1785.182064,2081.766077,2872.063718,993.1012033,1621.342037,2759.528945,3166.030638,3541.450974,3533.854128,2959.412949,3315.399674,1700.367607,2754.314797,3389.229263,1785.182064,3255.092165,1870.327511,2979.723142,2226.123312,4596.602006,4319.577526,4656.044459,5687.925808,4866.338459,4175.598759,3706.329046,4710.626285,3974.29239,4639.16749,4411.419839,5214.522989,3744.74632,5355.021008,5173.610925,4188.749813,3773.923688,4534.451455,3796.050579,3901.121634,3866.361339,4368.423629,3927.865196,4791.920283,3037.47428,4301.961762,5356.65474,5565.125785,4523.411323,5404.338535,6053.201632,5802.69334,5368.484423,4428.176826,4680.878657,4655.37324,4857.53281
MPN,5052.041666,4927.664254,4829.596256,5089.020043,5716.7517,5248.392611,5089.265664,5357.588077,5908.309826,5329.692768,4598.233356,5048.390833,6367.152032,6374.068559,5999.062427,6796.552435,6659.063373,7110.907115,6957.190525,7210.105755,6975.940797,4472.694937,4093.363531,4218.85648,3441.474974,4073.235814,4060.942009,3867.250315,4296.001047,4671.054485,3931.046298,6809.965125,6356.394418,5883.557597,6385.824144,6395.457372,5760.750819,6436.274155,5060.941118,4843.681451,3448.006671,2606.242506,2965.636525,3796.462169,2601.922366,3062.066296,3842.03722,3846.508157,4983.033715,5896.874172,5148.60418,5009.303844,5029.040664,6111.771429,5990.513334,5682.594038,6199.092676,5836.201676,5758.03786,5616.77176,4069.244402,3689.850945,3950.0,4427.894534,4044.517895,3481.468799,3702.870508,3668.276162,2199.573822,2739.069185,2488.222257,3277.003204,2438.365231,2083.416665,2897.628341,2621.306926,3368.419511,3337.757481,2982.65821,3194.233085,3044.051576,1915.234973,2032.240143,1737.275165,1291.559135,2834.938271,1804.508243,2746.361229,2280.487886,3501.249777,3450.452869,2826.327122,2477.650096,3794.568487,2961.629619,4381.352531,4798.502371,4691.481642,4375.0,4598.912915,4361.980628,3698.732891,4348.850423,3040.353598,2382.357026,2215.993005,3182.078723,3926.034895,2967.848547,2946.502164,2076.806443,2701.272848,2120.436276,1531.747368,2081.015377,2372.366961,3534.915133,3310.400278,3241.913015,4444.378472,3684.596314,3633.610463,1033.50133,1623.845744,1750.178562,831.4144574,963.3924434,2086.564161,450.6939094,791.3595896,1071.50595,2642.678565,2561.859676,675.0,2249.722205,1542.927412,2361.276138,1945.186366,1353.005913,1301.441508,2883.574171,1898.848335,6185.365794,6830.90404,7271.777637,6333.344298,3791.520144,3084.335423,4462.762597,4265.193431,5407.055576,5100.245092,4198.288342,4284.711192,4883.326223,3947.546707,5712.431619,3812.889324,3752.166041,4991.868388,3294.882395,3939.860404,4991.868388,5084.043666,5534.042374,5662.872504,4882.81425,5688.420255,3618.183246,5044.923191,5571.187037,4020.960706,5407.11337,4268.269556,5383.771912,4443.323643,6668.95794,6185.668921,7032.691519,7930.557988,7045.920806,6293.300009,5794.447774,6876.499836,6273.854477,6768.539355,6682.673492,7358.923155,5903.65353,7664.447142,7474.790967,6446.850006,6165.934641,6612.582703,6214.599746,6188.3964,6237.587675,6689.590795,6175.101214,7188.967242,5312.485294,6549.47517,7536.660401,7960.095791,6918.001879,7384.31615,8114.878311,7998.437347,7061.382655,6231.171639,7018.057067,6889.938316,6959.750355
PMd,6522.365368,5702.082953,5707.506023,5779.814011,5765.468324,5404.16506,5862.27345,5719.429604,5676.81689,5565.406544,5534.268244,5392.18184,5795.040983,5872.659108,5625.555528,6057.33027,5855.97985,6103.738608,5968.929971,6054.646976,5752.879714,5119.38717,4523.134975,5491.641376,4809.040965,5538.219479,5549.04271,5408.095783,5580.770556,5045.852257,5192.54273,5857.153746,5507.551634,4951.451807,5810.496967,5615.491964,5192.121435,5533.421184,6988.293783,6497.066646,5246.129526,4425.282477,4519.748334,4387.339741,3066.043868,3427.918465,3200.488244,3574.038332,4262.188405,5091.659847,4600.543446,4273.757129,4091.836385,5173.550522,4655.171855,4350.718331,4980.14809,4568.164292,4803.969713,4489.849663,4930.707353,4503.401492,3874.032137,4105.712484,3743.160429,3310.400278,2938.85607,4275.730932,3831.285685,3568.00014,4146.760784,3861.589699,3720.551034,3035.415952,3319.167817,3234.675409,3382.399296,3407.895245,2748.067503,3508.73909,3069.710898,3070.626972,3158.421283,3135.681744,3182.176928,3325.469892,2727.750905,2522.523538,1810.041436,3187.181357,2991.446139,1926.784887,1409.565536,2711.434122,1916.539851,3204.001404,3752.665719,3643.573109,3273.950213,3881.446251,3691.713694,3014.548059,3233.515888,3222.091712,2588.194351,2403.903076,3313.608305,3661.369279,2348.403713,2612.709322,1764.582104,2763.828866,2612.828927,1704.956011,1818.653348,2025.46291,3100.0,2450.892695,3273.472926,3751.416399,3277.670667,3096.97433,1809.350712,1219.118534,932.0675941,2575.970691,2566.856054,714.5802964,2153.1953,1588.041246,1790.600458,805.0621094,968.8911188,2249.722205,875.0,1285.496013,903.46555,1791.123949,2715.004604,1853.543903,2183.603673,1749.642821,5012.297377,5283.997067,5795.741971,4854.186338,2392.174743,1476.058942,2878.041869,2778.263846,4145.856365,3579.542569,3231.292311,3316.153645,3915.833245,2956.560502,4036.242064,2186.892773,2349.60103,3254.324047,1328.768227,2062.916625,3218.986642,3489.358824,3798.354907,3925.716495,3094.955573,3721.894679,1795.306381,3043.948915,3752.665719,2016.184515,3562.828932,2236.906346,3360.524513,2535.004931,4905.417923,4555.834172,4984.538594,5971.33779,5134.746829,4429.023594,3894.547471,4917.50699,4218.634258,4790.876746,4673.997219,5403.760265,3908.804165,5648.063828,5424.76958,4465.842586,4088.62752,4697.672296,4140.274749,4249.485263,4230.913022,4712.085526,4298.691661,5096.260884,3247.787709,4748.947252,5799.83836,5975.261501,4908.474814,5817.645572,6436.662567,6158.784377,5601.227544,4701.66194,5095.463669,5047.462234,5205.645973
VMH,6149.237758,5638.317568,5603.904889,5685.233065,5959.341407,5597.823238,5760.371082,5813.02417,6026.348397,5617.995639,5301.650686,5368.65905,6217.766882,6243.696822,5914.494907,6575.950502,6438.992545,6709.601329,6600.852218,6730.295313,6478.522208,5106.735748,4588.77707,5204.685389,4464.442854,5141.376275,5159.093913,4983.786211,5225.478447,4969.406403,4811.249838,6499.086474,6109.725853,5577.297733,6288.978454,6059.341961,5503.748722,6020.122507,6352.706116,6024.636919,4663.019408,3847.23927,4079.981618,4142.840209,2722.361108,3128.098464,3354.101966,3532.969714,4511.859373,5620.553798,5035.188676,4721.559594,4644.620544,5608.252847,5291.030145,5019.275346,5683.198923,5249.047533,5417.217921,5033.947258,4712.350793,4223.002486,3861.185051,4272.733317,3849.91883,3301.041502,3183.355148,4194.192413,3261.422236,3224.321634,3438.386249,3836.176482,3381.660095,2794.749542,3337.476592,2909.682113,3373.796082,3316.907445,2756.129533,3478.954584,3110.064308,2584.206842,2602.162562,2719.030158,2443.99775,3315.211155,2427.962108,2727.865466,2038.841583,3434.384952,3310.872242,2392.827825,1919.960937,3269.365382,2483.193508,3790.118732,4344.608728,4212.036325,3861.589699,4352.729029,4166.908326,3461.665062,3843.988814,3322.837643,2630.70808,2420.098139,3451.539512,3970.673746,2757.829763,2909.574711,1935.684633,2901.831318,2542.390607,1617.482612,1990.759905,2269.498843,3463.109152,2963.739192,3383.230705,4164.882952,3651.027253,3514.523439,1435.923048,748.7489566,1032.896413,1965.324401,1900.164467,925.3377762,1471.606265,959.817691,1276.959279,1511.208126,1613.032858,1542.927412,1285.496013,925.0,1528.684075,1705.50579,2152.179128,1222.701926,2458.912361,1460.522167,5723.962788,6112.589468,6612.299146,5648.561764,3005.099832,2193.883543,3634.728325,3537.742925,4872.499359,4388.194389,3813.381046,3921.256176,4521.960305,3551.320177,4873.974251,2978.359448,2987.055406,4074.616546,2192.886226,2952.329589,4098.932788,4225.961429,4521.960305,4755.194528,3738.398721,4624.729722,2450.765187,3873.62879,4583.462119,2820.128543,4358.683861,3132.391259,4260.72177,3354.940387,5677.25726,5229.842254,5848.290348,6771.170504,5911.323879,5182.844296,4605.770837,5653.207054,5017.095773,5480.932859,5473.287403,6119.231978,4624.053957,6471.862174,6220.630997,5271.207167,4951.641142,5383.423632,5025.310936,5101.960408,5114.073719,5570.51389,5151.516767,5950.105041,4030.043424,5638.317568,6673.548531,6887.443285,5807.538205,6623.490394,7249.051662,6990.261082,6224.196735,5379.939591,5994.737275,5908.362717,6007.547336
PH,6165.681228,5150.303389,5187.605421,5285.652751,5136.024727,4736.757857,5346.085016,5095.586325,4966.449939,5062.175916,5144.778907,4956.435211,5158.669887,5280.506604,5089.449872,5376.860143,5131.946512,5461.799154,5274.585292,5404.222886,5078.016345,4575.341517,3947.863346,5102.817849,4462.342434,5206.966487,5228.049349,5103.124043,5239.453693,4680.67837,4899.681112,5146.661539,4793.876302,4245.291509,5093.378054,5087.791761,4748.025906,5019.0263,6852.235037,6215.504807,5082.076347,4280.916958,4253.674882,4185.167261,3069.40548,3430.561179,3080.787237,3550.440114,4047.916131,4417.224808,3902.80348,3669.042791,3440.021802,4786.04743,4202.82643,3821.403538,4313.641153,3964.057265,4093.134496,4030.276045,4549.17575,4245.144285,3658.722455,3728.605638,3457.329171,3136.180001,2728.55273,3785.828839,3711.552909,3395.401302,4223.890387,3327.912258,3396.597562,2665.637822,2777.588882,3130.694811,3076.727157,3221.121699,2557.831112,3060.330864,2648.348542,2981.71511,3190.023511,2906.350805,3258.162826,2806.799779,2437.980722,1921.262606,1263.18051,2606.961833,2363.92153,1251.748777,708.8723439,2101.190139,1197.393001,2657.771623,3101.108673,3034.180285,2654.830503,3205.659059,2975.0,2314.492385,2579.486383,2627.736669,2054.415975,1906.075812,2698.494951,2973.844313,1669.393602,1945.668266,1225.0,2192.173579,2156.965461,1367.479433,1275.490102,1413.108276,2399.34887,1724.818831,2730.613484,3159.311634,2596.391727,2388.121647,1675.746102,1669.767948,882.1139382,2547.793163,2615.936735,1162.432794,2231.171217,1726.26765,1837.967628,893.7281466,695.0719387,2361.276138,903.46555,1528.684075,325.0,1631.33381,2673.597763,2117.486718,1789.902232,1921.750504,4327.961414,4690.015991,5190.496123,4241.904054,1989.189533,1020.110288,2377.23579,2159.427007,3464.642839,2961.629619,2515.079522,2604.803256,3197.753117,2230.050448,3505.442197,1620.763709,1885.802217,2803.792075,1112.991464,1627.49808,2717.535648,3063.290714,3567.474597,3467.798293,3122.99936,3385.5391,1885.139252,2915.261566,3380.366104,1999.218597,3297.82125,2021.292903,3103.828281,2303.936848,4602.580798,4319.577526,4817.805517,5824.731753,4987.108381,4280.55195,3895.109113,4923.921202,4220.189569,4937.800624,4600.339661,5447.820665,4033.686279,5520.303434,5406.593197,4344.608728,3975.864686,4767.99224,3976.807765,3974.449647,3977.279221,4469.409916,3950.079113,5013.23249,3333.354167,4271.050807,5293.510178,5647.399844,4626.959045,5268.479382,5977.771324,5817.323268,5307.836188,4351.867415,4717.321804,4650.0,4831.989756
LHA,5922.942681,5373.546315,5253.748662,5804.416422,5987.330373,5318.951964,5768.123612,5689.079451,5806.784825,5872.286607,5525.0,5706.410868,6323.270515,6438.798413,6200.252011,6558.677458,6141.355714,6749.212917,6469.688942,6692.439764,6262.038406,4647.781729,4122.954038,4852.125823,4211.665348,5070.564564,4884.222047,4836.191684,5347.546166,5393.804316,5039.965278,6151.930591,5710.133536,5168.715991,6131.730995,6350.196847,5916.555163,6316.941507,6314.368535,5889.450314,4713.610612,3746.581775,3881.60727,4699.335059,3434.657916,3868.543007,4034.92565,4298.11005,5135.781343,5622.165953,4965.757747,4887.100367,4698.736532,6056.865939,5579.482503,5201.201784,5572.084439,5312.544117,5241.838895,5366.679607,4958.893526,4662.282166,4478.490259,4746.116834,4409.223288,3942.556277,3781.286157,4279.091609,3493.74441,3719.12288,3931.046298,3500.089285,3186.49494,2663.878751,2998.853948,3510.430885,3872.741277,3931.761692,3361.640225,3720.383045,3441.384169,3035.415952,3202.635633,2533.03178,2762.471719,2944.06182,2559.418879,2726.146548,2122.792972,3586.519901,3386.923383,2394.002924,1833.882494,3402.297018,2196.730525,4000.703063,4385.629943,4341.298769,3968.154483,4363.126746,4023.058538,3386.554296,3875.806368,3161.585836,2492.23795,2389.822169,3186.887196,3807.968619,2368.279967,2640.549185,1865.810816,2488.975693,2291.42423,1524.180107,1751.784804,2035.006142,3260.559768,2762.358594,3516.656793,4351.077453,3208.679635,3172.735413,1484.503284,1652.271164,1467.566012,2000.781097,2274.038258,1600.976265,1689.304591,1424.122537,1785.707143,1902.136956,1918.006778,1945.186366,1791.123949,1705.50579,1631.33381,2225.0,2534.511787,2004.526129,2856.024335,2257.487541,5379.649152,5892.845238,6279.380941,5516.849191,3330.728149,2391.390809,3768.039941,3499.642839,4617.967627,4145.102532,3673.724268,3540.568457,4327.239305,3311.532878,4827.007354,2990.192302,3248.942136,4170.206829,2349.068965,2878.69328,3891.095604,4449.929775,4874.807689,4825.323823,4217.52297,4602.309203,2918.154382,4097.026361,4724.007832,3102.216949,4609.229871,3200.195307,4283.325227,3582.422365,5944.062163,5632.661449,5968.72055,7030.51385,6213.845428,5520.756289,5000.874923,5999.010335,5244.818872,5819.901202,5729.419691,6478.281022,4953.407918,6680.802721,6447.237781,5526.753116,5065.878502,5786.676507,5080.661866,5249.345197,5188.629395,5710.188263,5264.266331,6053.150006,4259.914905,5483.497971,6540.498834,6802.481165,5814.260486,6607.476826,7342.555754,7144.709581,6645.393141,5718.118134,5950.105041,5967.044914,6191.627411
LPO,4921.445418,4894.70377,4699.069057,5387.07945,5993.01677,5277.961254,5290.852956,5493.860209,6014.40978,5757.006601,4955.678561,5527.318518,6722.118342,6786.107131,6466.451886,7071.465548,6732.523672,7427.735186,7157.251567,7475.501655,7117.496048,4277.119358,3929.774167,4003.279905,3312.853755,4105.484137,3874.274126,3805.50588,4532.31453,5206.60638,4264.02099,6850.04562,6354.034152,5880.476171,6556.294685,6869.361324,6304.859237,6912.895558,4984.538594,4759.201614,3523.492585,2520.168645,2849.342029,4409.719379,3307.000151,3771.438718,4499.583314,4550.068681,5624.777773,6187.638887,5386.26726,5406.650997,5356.18801,6669.801346,6448.93402,6080.758588,6415.995636,6165.934641,5929.481428,6105.990911,4460.100896,4223.890387,4602.852377,5005.996404,4666.436006,4142.840209,4320.011574,3966.106403,2537.346054,3330.728149,2984.334097,3220.636583,2404.552973,2192.173579,2869.233347,3279.291082,3965.003153,3992.884296,3623.534186,3631.890004,3546.653352,2500.124997,2692.814513,1697.608612,1726.448667,2766.880012,2169.965438,3037.47428,2628.33122,3890.533382,3792.179453,3120.396609,2717.535648,4165.033013,3080.787237,4795.7012,5116.822745,5063.718989,4731.873308,4897.065448,4555.010977,3942.952574,4660.337971,3187.867626,2559.418879,2481.053204,3247.595264,4091.607264,3001.978514,3050.102457,2330.906476,2660.474582,2180.596249,1767.059705,2221.907964,2513.339412,3684.002579,3476.708213,3614.035141,4854.508214,3647.773293,3684.511501,1376.816981,2193.313703,2208.081747,1065.95028,1563.049903,2548.283736,1026.218788,1404.457191,1718.465886,3037.47428,2956.454803,1353.005913,2715.004604,2152.179128,2673.597763,2534.511787,1925.0,2008.419777,3401.286521,2572.571671,6235.683603,6966.257962,7324.701359,6532.323476,4246.39553,3449.72825,4814.950675,4524.44748,5527.318518,5226.495001,4400.923199,4318.854015,5045.109018,4084.804157,5958.240093,4092.294589,4175.673598,5315.190495,3606.41789,4152.559452,5129.571132,5487.599657,5988.061038,5974.372352,5359.162714,5920.884647,4063.403746,5393.862253,5913.702309,4380.282525,5800.26939,4535.209477,5631.496249,4808.651058,7087.224421,6678.603896,7328.795945,8316.549765,7457.96554,6725.371737,6229.115106,7282.341656,6603.218912,7135.956488,7047.384267,7765.870846,6269.220446,8012.100224,7809.369373,6820.419708,6446.316778,7039.975142,6467.031777,6520.832002,6519.106534,7012.533422,6498.124729,7456.205469,5624.611098,6716.1652,7721.641665,8149.27144,7160.918237,7655.839275,8449.334293,8353.517223,7583.740832,6704.382895,7243.661022,7187.836949,7337.446763
RCH,5984.45904,5711.93925,5638.760945,5776.569051,6233.026953,5844.869545,5834.70222,6008.483586,6372.107187,5822.907349,5307.365166,5532.235082,6634.380152,6636.499454,6267.525429,7035.179458,6908.328307,7220.500329,7112.181452,7271.949532,7030.691644,5200.781191,4745.655908,5105.205677,4345.327951,4989.676843,4986.66973,4802.082881,5127.621281,5109.366399,4710.09554,6994.551451,6579.751135,6061.507651,6714.67609,6501.24988,5881.592046,6486.235426,5984.041277,5790.239632,4371.141155,3555.014065,3895.911318,4188.824417,2756.923104,3175.787304,3690.27438,3745.163548,4873.781899,6092.823648,5454.585227,5170.348151,5141.315493,6055.214695,5837.433083,5578.194152,6235.934172,5805.869875,5920.145691,5539.065806,4741.505563,4232.094635,4079.598632,4587.142357,4141.708585,3541.362732,3574.475486,4319.360485,3035.004119,3221.121699,3094.450678,3965.081966,3305.298776,2832.181138,3512.388788,2943.318705,3605.637946,3502.320659,3030.985813,3674.744889,3372.406411,2489.226788,2452.677109,2606.72208,2080.564827,3467.888407,2470.956293,3077.031849,2446.170476,3795.144925,3708.941898,2885.307609,2441.695108,3791.025587,2989.669714,4322.10886,4862.612467,4726.058083,4387.054821,4806.831077,4612.076539,3910.242959,4375.0,3570.976757,2875.108694,2671.37605,3707.762128,4326.155915,3175.295262,3276.240223,2307.866981,3162.475296,2705.896339,1872.665213,2343.074903,2641.022529,3855.839727,3443.381332,3662.734634,4604.142157,4019.71703,3920.937388,1523.564899,1028.955781,1531.747368,1742.304508,1664.707181,1485.134674,1246.495086,965.3367288,1320.511265,2129.113665,2215.005643,1301.441508,1853.543903,1222.701926,2117.486718,2004.526129,2008.419777,1175.0,2887.581168,1672.946502,6258.044822,6713.093549,7195.180679,6242.445434,3564.407384,2797.543565,4235.932601,4129.921307,5426.151951,4979.771581,4317.261864,4410.994786,5025.55967,4055.089395,5493.063808,3588.175024,3553.95906,4695.809302,2829.421319,3584.776841,4719.308742,4819.815868,5107.837116,5377.615643,4286.75285,5263.553932,3024.586749,4491.171896,5208.166664,3432.564639,4971.544026,3769.117934,4897.256885,3977.907742,6278.78372,5792.290134,6469.592336,7371.015873,6505.814707,5772.2396,5171.07339,6218.671482,5605.075825,6009.575692,6069.493389,6669.754493,5173.127681,7077.826291,6804.639961,5875.053191,5568.830667,5924.789026,5650.829585,5730.019633,5747.662568,6197.681018,5781.543911,6557.200241,4609.02647,6267.774725,7299.871574,7524.709297,6443.843961,7229.972337,7863.245195,7611.873948,6760.639763,5945.639158,6633.343802,6540.021024,6620.517351
